Town,Total Cust.,Cust. Out,% Out,timestamp
Town,Total Cust.,Cust. Out,% Out,2018-05-18 23:45
DOVER,16888,23,0.14,2018-05-18 23:45
HAMPSTEAD,4436,3,0.07,2018-05-18 23:45
HUDSON,11402,1,0.01,2018-05-18 23:45
Town,Total Cust.,Cust. Out,% Out,2018-05-18 23:30
DOVER,16888,23,0.14,2018-05-18 23:30
HAMPSTEAD,4436,3,0.07,2018-05-18 23:30
HUDSON,11402,1,0.01,2018-05-18 23:30
PORTSMOUTH,13930,1,0.01,2018-05-18 23:30
Town,Total Cust.,Cust. Out,% Out,2018-05-18 23:15
DOVER,16888,23,0.14,2018-05-18 23:15
HAMPSTEAD,4436,3,0.07,2018-05-18 23:15
HUDSON,11402,1,0.01,2018-05-18 23:15
PORTSMOUTH,13930,1,0.01,2018-05-18 23:15
SANBORNTON,1494,25,2,2018-05-18 23:15
Town,Total Cust.,Cust. Out,% Out,2018-05-18 23:00
DOVER,16888,23,0.14,2018-05-18 23:00
HAMPSTEAD,4436,3,0.07,2018-05-18 23:00
HUDSON,11402,1,0.01,2018-05-18 23:00
PORTSMOUTH,13930,1,0.01,2018-05-18 23:00
SANBORNTON,1494,25,2,2018-05-18 23:00
Town,Total Cust.,Cust. Out,% Out,2018-05-18 22:45
DOVER,16888,23,0.14,2018-05-18 22:45
HAMPSTEAD,4436,3,0.07,2018-05-18 22:45
HUDSON,11402,1,0.01,2018-05-18 22:45
PORTSMOUTH,13930,1,0.01,2018-05-18 22:45
SANBORNTON,1494,25,2,2018-05-18 22:45
Town,Total Cust.,Cust. Out,% Out,2018-05-18 22:30
HAMPSTEAD,4436,3,0.07,2018-05-18 22:30
PORTSMOUTH,13930,1,0.01,2018-05-18 22:30
SANBORNTON,1494,25,2,2018-05-18 22:30
Town,Total Cust.,Cust. Out,% Out,2018-05-18 22:15
HAMPSTEAD,4436,3,0.07,2018-05-18 22:15
PORTSMOUTH,13930,1,0.01,2018-05-18 22:15
SANBORNTON,1494,25,2,2018-05-18 22:15
Town,Total Cust.,Cust. Out,% Out,2018-05-18 22:00
HAMPSTEAD,4436,3,0.07,2018-05-18 22:00
SANBORNTON,1494,25,2,2018-05-18 22:00
Town,Total Cust.,Cust. Out,% Out,2018-05-18 21:45
ANTRIM,1565,5,0.32,2018-05-18 21:45
HAMPSTEAD,4436,3,0.07,2018-05-18 21:45
SANBORNTON,1494,25,2,2018-05-18 21:45
Town,Total Cust.,Cust. Out,% Out,2018-05-18 21:30
ANTRIM,1565,5,0.32,2018-05-18 21:30
HAMPSTEAD,4436,3,0.07,2018-05-18 21:30
SANBORNTON,1494,34,2,2018-05-18 21:30
Town,Total Cust.,Cust. Out,% Out,2018-05-18 21:15
ANTRIM,1565,5,0.32,2018-05-18 21:15
HAMPSTEAD,4436,3,0.07,2018-05-18 21:15
SANBORNTON,1494,34,2,2018-05-18 21:15
Town,Total Cust.,Cust. Out,% Out,2018-05-18 21:00
ANTRIM,1565,5,0.32,2018-05-18 21:00
HAMPSTEAD,4436,3,0.07,2018-05-18 21:00
PETERBOROUGH,3848,1,0.03,2018-05-18 21:00
SANBORNTON,1494,34,2,2018-05-18 21:00
Town,Total Cust.,Cust. Out,% Out,2018-05-18 20:45
ANTRIM,1565,5,0.32,2018-05-18 20:45
HAMPSTEAD,4436,3,0.07,2018-05-18 20:45
PETERBOROUGH,3848,1,0.03,2018-05-18 20:45
SANBORNTON,1494,34,2,2018-05-18 20:45
Town,Total Cust.,Cust. Out,% Out,2018-05-18 20:30
ANTRIM,1565,5,0.32,2018-05-18 20:30
HAMPSTEAD,4436,3,0.07,2018-05-18 20:30
PETERBOROUGH,3848,1,0.03,2018-05-18 20:30
Town,Total Cust.,Cust. Out,% Out,2018-05-18 20:15
ANTRIM,1565,5,0.32,2018-05-18 20:15
HAMPSTEAD,4436,3,0.07,2018-05-18 20:15
PETERBOROUGH,3848,1,0.03,2018-05-18 20:15
Town,Total Cust.,Cust. Out,% Out,2018-05-18 20:00
ANTRIM,1565,1,0.06,2018-05-18 20:00
HAMPSTEAD,4436,3,0.07,2018-05-18 20:00
PETERBOROUGH,3848,1,0.03,2018-05-18 20:00
Town,Total Cust.,Cust. Out,% Out,2018-05-18 19:45
ANTRIM,1565,1,0.06,2018-05-18 19:45
HAMPSTEAD,4436,3,0.07,2018-05-18 19:45
PETERBOROUGH,3848,1,0.03,2018-05-18 19:45
Town,Total Cust.,Cust. Out,% Out,2018-05-18 19:30
ANTRIM,1565,1,0.06,2018-05-18 19:30
HAMPSTEAD,4436,3,0.07,2018-05-18 19:30
PETERBOROUGH,3848,1,0.03,2018-05-18 19:30
Town,Total Cust.,Cust. Out,% Out,2018-05-18 19:15
ANTRIM,1565,1,0.06,2018-05-18 19:15
HAMPSTEAD,4436,3,0.07,2018-05-18 19:15
PETERBOROUGH,3848,1,0.03,2018-05-18 19:15
Town,Total Cust.,Cust. Out,% Out,2018-05-18 19:00
ANTRIM,1565,1,0.06,2018-05-18 19:00
HAMPSTEAD,4436,3,0.07,2018-05-18 19:00
PETERBOROUGH,3848,1,0.03,2018-05-18 19:00
Town,Total Cust.,Cust. Out,% Out,2018-05-18 18:45
ANTRIM,1565,1,0.06,2018-05-18 18:45
HAMPSTEAD,4436,3,0.07,2018-05-18 18:45
PETERBOROUGH,3848,1,0.03,2018-05-18 18:45
STODDARD,1239,1,0.08,2018-05-18 18:45
Town,Total Cust.,Cust. Out,% Out,2018-05-18 18:30
ANTRIM,1565,1,0.06,2018-05-18 18:30
HAMPSTEAD,4436,3,0.07,2018-05-18 18:30
PETERBOROUGH,3848,1,0.03,2018-05-18 18:30
STODDARD,1239,1,0.08,2018-05-18 18:30
Town,Total Cust.,Cust. Out,% Out,2018-05-18 18:15
ANTRIM,1565,1,0.06,2018-05-18 18:15
HAMPSTEAD,4436,3,0.07,2018-05-18 18:15
STODDARD,1239,1,0.08,2018-05-18 18:15
Town,Total Cust.,Cust. Out,% Out,2018-05-18 18:00
HAMPSTEAD,4436,3,0.07,2018-05-18 18:00
STODDARD,1239,1,0.08,2018-05-18 18:00
Town,Total Cust.,Cust. Out,% Out,2018-05-18 17:45
HAMPSTEAD,4436,3,0.07,2018-05-18 17:45
STODDARD,1239,1,0.08,2018-05-18 17:45
Town,Total Cust.,Cust. Out,% Out,2018-05-18 17:30
HAMPSTEAD,4436,3,0.07,2018-05-18 17:30
STODDARD,1239,1,0.08,2018-05-18 17:30
Town,Total Cust.,Cust. Out,% Out,2018-05-18 17:15
HAMPSTEAD,4436,3,0.07,2018-05-18 17:15
STODDARD,1239,1,0.08,2018-05-18 17:15
Town,Total Cust.,Cust. Out,% Out,2018-05-18 17:00
HAMPSTEAD,4436,3,0.07,2018-05-18 17:00
STODDARD,1239,1,0.08,2018-05-18 17:00
Town,Total Cust.,Cust. Out,% Out,2018-05-18 16:45
HAMPSTEAD,4436,3,0.07,2018-05-18 16:45
STODDARD,1239,1,0.08,2018-05-18 16:45
WEBSTER,530,1,0.19,2018-05-18 16:45
Town,Total Cust.,Cust. Out,% Out,2018-05-18 16:30
HAMPSTEAD,4436,27,0.61,2018-05-18 16:30
Town,Total Cust.,Cust. Out,% Out,2018-05-18 16:15
